Arousal,Valence
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
28,49
30,49
32,49
34,49
36,49
38,49
40,49
42,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
44,49
45,49
46,49
48,49
50,49
52,49
53,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,49
54,51
54,53
54,55
54,57
54,59
54,61
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
54,63
